0 CP,Wand,Fantastic Beasts,A wand with a wood and core (from this setting) of your choice. You may import a previous wand freely and this will grant a great boost of loyalty within your wand.
0 CP,Focus ,Sorcerer's Apprentice,"Magically made, focuses are objects that project the electrical energy of your nervous system into the physical world for you. Without a focus – which generally takes the form of a fairly ostentatious piece of jewelry such as a large ring, a necklace, cane and so on – a sorcerer is completely unable to cast. More focuses can be made by a sorcerer, but not without a focus themselves, so keep backups just in case."
0 CP,Outfit,Hogwarts Legacy,"A complete wizarding outfit. It has some basics (underthings, shirts, pants or a skirt, etc), as well as a thick traveling robe, a traditional hat, sturdy gloves and boots. The various pockets of the outfit are deeper than they should be, allowing for more to be held without adding weight, and any part of the outfit can be dismissed and then resummoned at will. If left dismissed for eight hours straight, a piece of the outfit will be returned fully cleaned and repaired when resummoned."
0 CP,Tala ,Something Unlimited,"She was the Project Cadmus, Division Head responsible for magical and mystical projects, until she was betrayed by Faust and released by Grodd, but, once you defeated him, she became completely loyal to you, to the point of even calling you master. While Tala is a gifted and powerful sorceress, her greatest weapon is her knowledge of sorcery that allow her to create several different magic items and potions, but, unfortunately, a lot of her materials is still at Cadmus, so you’ll need to recover them before she’s able to actually create something useful. Lastly, she’s also good at giving massages."
0 CP,Pocket Watch,A “Happy” Harry Potter Fanfiction,"An ornate pocket watch, perhaps left as a gift for you by a parent as a coming of age thing or something you found one day. It keeps accurate time no matter where you are, has a built in compass that never fails to point you in the right direction, can be used as a stopwatch for experiments, and even has a lunar cycle tracker in it. It will always stay clipped to your clothing or be found in your pocket when you take it with you and looks ordinary on the outside to discourage thieves. It cannot be destroyed, nor will it ever stop working, and if you lose it or it is stolen from you it will find its way back into your hands somehow, someway."
100 CP,Magical Peddler ,Arrowverse Jumpchain,"Magic is real but hidden. Take for instance a certain taxicab, it's magical, allowing you to travel great distances across the country, very quickly. To an ordinary bloke, it's just a yellow cab. You however know what magic looks like, and know where to obtain real magical items fairly easily. The more magic that resides in an object the harder it is to obtain."
100 CP,Friendly Fire,Dragon Age,"Usually isn’t so friendly. After many hours of studying (read: setting things—and yourself—on fire by accident), you’ve found a way to alter your spells in such a manner that your allies aren’t harmed by it, directly at least. You and your allies could walk through your firestorm spell and won’t even be singed by it, but indirect effects like smoke might still be a problem, for example. I’m sure that a mage of your caliber will in time be able to find a way to fix that."
100 CP,Mystical Sensitivity,Merlin (BBC),"You have innate sensitivity to magical occurences. In addition, this allows you to hold a telepathic conversation with similarly sensitive individuals."
100 CP,Magical Ring,Merlin (BBC),A ring that stores a modest amount of magical energy and recharges on its own.
100 CP,Trollan Amulet,Masters of the Universe,"This simple seeming amulet acts as a power focus for any magical, mutant, or psionic abilities possessed by the wearer. It grants no power, but ensures that they are able to correctly harness and control their energies  even when in places with differing natural laws. Comes with a scroll containing detailed instructions to create more. Can be given away, but if lost or stolen, the original will appear in the warehouse the next day. "
100 CP,Arcane Asgardian,Dr Strange: Multiverse of Madness,"While others might rely on a mighty hammer or swords, you can cope without such tools thanks to possessing some degree of talent with magic. You’re not any sort of supreme sorcerer, more of a magician, this being more of the capability to use this talent rather than any sort of mastery or extensive knowledge. You know how to do basic illusion projection, duplication casting, minor conjuration, pull small objects towards you and unleash some relatively weak blasts of energy."
100 CP,The Darkness To Your Light,BBC Merlin Jump,"The Lady Morgana. Ward and unknowingly to her daughter of the King, really wants to help everyone (especially those with magic) but is easily corrupted.
"
100 CP,Nymphadora Tonks ,Harry Potter Movie Series,"You gain Nymphadora Tonks, a Hogwarts graduate who is currently an Auror under the watchful eye of Alastor Moody. Tonks is a Metamorphmagus allowing her to alter her physical appearance at will and a descendant of the Black family despite her mother being disowned.
"
100 CP,A House Elf,Harry Potter - Era of the Marauders ,"This little slave has various magical abilities, and will do whatever you tell them. If you treat it decently, it will be extremely loyal. Can teleport from place to place, and ignore anti-apparition jinxes..        "
100 CP,Silver-and-Emerald Robes,Slytherin,"A beautiful set of dress robes, emerald green trimmed with silver. Comes with self-cleaning, self-repairing, and self-ironing charms already applied. It even has the ability to change its overall style, appearance, and materials to whatever suits you most."
100 CP,Greater Daedra,"Elder Scrolls: Oblivion
","With the weakened barriers between dimensions unique opportunity arises to recruit permanent daedric teammates. A chance encounter has given you an ally who sees advantages in feigning being bound to your service. Permanent residency away from their home plane suits them. This can be any of the intelligent daedra such as: dremora, dark seducers, golden saints, spider daedra, xivilai, and daedroth. As a rule they show strong disdain for mortals through scathing commentary about their inferiority. To listen to them, you would think their loyalty lies with one of the Daedric Princes. When you pay attention it’s quite clear their criticism about your mortal failings masks other feelings."
100 CP,Clever Craft,The Elder Scrolls - Skyrim,You’re a trained mage and know some of the basic spells of each of the schools of magic. You have a knack for spellcasting and learn quickly.
100 CP,Silent Spell ,The Tri-Wizard Gauntlet ,You are now able to cast any spell you know non-verbally. Casting a spell this way will take longer than casting verbally though with practice you can improve your casting speed allowing you to reach your normal casting time and potentially exceed it.
100 CP,Topaz Headdress ,The Legend of Zelda Series ,"A magical gem, able to be placed upon the forehead without it ever falling off. By wearing this, you will find it easier to channel and use magics of all kinds, regardless of their origins or effects. In battle, every little bit helps when the end goal is victory, regardless of the cost."
100 CP,Staff Creator,TES: Magic,"Staves are extremely useful tools for mages, able to hold charges of spells, and even be used to focus and empower a user’s spells. But if you want to create your own staves, then this is the option for you. A specialized workstation, this will allow you to create and customize your own magical staves."
100 CP,Varla Stones ,TES: Magic,"Crafted from meteoric glass by the now extinct Aelyids, Varla Stones are highly valuable resources that are similar, yet different, to Welkynd Stones. While they store magicka just like their smaller brethren, these are used to fully replenish an enchantment, or can even act like a magical power source. Just like with Welkynd Stones, the secret to recharging them has been lost alongside the Aelyids, turning to dust after each use. Luckily, you have a stockpile of fifty of these stones, which will replenish weekly."
100 CP,Dusk And Deference ,The Elder Scrolls - The Shivering Isle,"The grim counterparts to the Aureal, the Mazken serve as protectors of Dementia. Though also referred to as Dark Seducers, their name is often little more than that, as they tend towards introspection and patience rather than acts of passion. They are typically equipped with light armor, and are excellent scouts, skirmishers and assassins... though they are not as well suited to heavy combat. You find yourself as the master of ten of these dark Daedra, and each is fanatically devoted to you. Much like the purchase above, they will follow your every command without doubt or hesitation, and may be summoned to you (and revived) once per day. These Dark Seducers do not count as Companions by default, though you can make them such if you wish."
200 CP,Pyromancy,A Game of Thrones Jumpchain,"One of the more widely practiced magical disciplines, Pyromancy is the use of magic to manipulate fire. Known uses are the use of flames as weapons, engulfing weapons, as items of spectacle, and as mediums for other abilities - such as the priests of R’hllor using flames to perform divination. Pyromancers also have skill in other ways of creating and controlling fire, including the use of powders, walking the hot coals and making fiery symbols in the air."
